Id,LivingArea1stFlrSF,LivingArea2ndFlrSF,BathroomFullTotal,BathroomHalfTotal,Bedrooms,Fireplaces,GarageAreaSF,GarageCars,GarageYrBlt,LivingAreaTotalSF,KitchenAbvGr,LotAreaSF,LotFrontageFeet,MiscVal,MoSold,Porch3SeasonSF,PorchEnclosedSF,PorchOpenSF,PorchScreenSF,SalePrice,BsmtTotalSF,YearBuilt,YearRemodAdd,YrSold,BuildingAreaTotalSF,OtherRooms,MSZoning,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasonryVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,Electrical,KitchenQual,GarageType,GarageFinish,PavedDrive,SaleType,SaleCondition,MasonryVnr,WoodDeck,Pool,MSSubClass,OverallCond
1098,1088,0,1,1,2,0,461,2,1987.0,1088,1,3696,70.0,0,10,0,137,74,0,170000,1074,1986,1986,2007,2162,3,RL,Reg,Inside,StoneBr,Norm,TwnhsE,1Story,Gable,HdBoard,HdBoard,None,Gd,TA,CBlock,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,120,5
1099,757,567,1,0,3,0,240,1,1936.0,1324,1,6000,50.0,0,7,0,0,0,0,128000,672,1936,1950,2009,1996,3,RM,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,BLQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,50,6
1100,1601,0,2,0,3,1,478,2,1978.0,1601,1,11880,82.0,0,4,0,0,0,0,157000,1271,1978,1978,2009,2872,4,RL,IR1,Inside,NWAmes,RRAn,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,TA,Y,SBrkr,TA,Attchd,RFn,Y,COD,Abnorml,Y,N,N,20,5
1101,438,0,1,0,1,0,246,1,1930.0,438,1,8400,60.0,0,1,0,0,0,0,60000,290,1920,1950,2009,728,2,RL,Reg,Inside,SWISU,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,TA,N,FuseF,Fa,Detchd,Unf,N,WD,Normal,N,N,N,30,5
1102,950,0,1,0,3,0,280,1,1981.0,950,1,9758,61.0,0,7,0,0,0,0,119500,950,1971,1971,2007,1900,2,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,Gable,HdBoard,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,5
1103,1134,0,1,0,2,0,254,1,1960.0,1134,1,7000,70.0,0,4,0,0,16,0,135000,1010,1960,2002,2007,2144,4,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Ex,Y,SBrkr,TA,Attchd,RFn,Y,WD,Family,Y,N,N,20,7
1104,1194,0,1,1,3,1,539,2,1954.0,1194,1,8910,79.0,0,7,0,192,0,0,159500,655,1959,1959,2006,1849,3,RL,Reg,Corner,NAmes,Norm,1Fam,1Story,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Ex,Y,SBrkr,TA,BuiltIn,Fin,Y,WD,Normal,N,N,N,20,6
1105,630,672,2,1,3,0,440,2,1970.0,1302,1,2016,24.0,0,4,0,0,0,0,106000,630,1970,1970,2007,1932,3,RM,Reg,Inside,BrDale,Norm,TwnhsE,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,160,5
1106,1500,1122,3,1,3,2,712,2,1994.0,2622,1,12256,98.0,0,4,0,0,32,0,325000,1463,1994,1995,2010,4085,6,RL,IR1,Corner,NoRidge,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,60,5
1107,1442,0,3,0,3,1,719,2,1990.0,1442,1,10357,114.0,0,5,0,0,244,0,179900,910,1990,1991,2007,2352,3,RL,IR1,Corner,SawyerW,Feedr,1Fam,1Story,Hip,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Gd,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,N,N,N,20,5
1108,887,1134,2,1,3,1,422,2,2006.0,2021,1,23257,168.0,0,9,0,0,100,0,274725,868,2006,2006,2006,2889,6,RL,IR3,CulDSac,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,No,Unf,Ex,Y,SBrkr,Gd,BuiltIn,RFn,Y,New,Partial,N,N,N,60,5
1109,948,742,2,1,3,1,463,2,2000.0,1690,1,8063,70.0,0,11,0,0,48,0,181000,924,2000,2000,2007,2614,4,RL,Reg,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,TA,Attchd,RFn,Y,WD,Abnorml,N,Y,N,60,5
1110,1836,0,3,0,3,1,862,3,2004.0,1836,1,11362,107.0,0,3,0,0,185,0,280000,1836,2004,2005,2009,3672,4,RL,IR1,Inside,NridgHt,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,5
1111,773,885,3,1,3,1,431,2,1995.0,1658,1,8000,70.0,0,6,0,0,84,0,188000,773,1995,1996,2008,2431,5,RL,Reg,Inside,Gilbert,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,GLQ,Gd,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,N,Y,N,60,5
1112,1098,866,2,1,4,1,483,2,1976.0,1964,1,10480,80.0,0,9,0,0,69,0,205000,803,1976,1976,2008,2767,4,RL,Reg,Inside,NWAmes,Norm,1Fam,2Story,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,Y,N,N,60,6
1113,816,0,2,0,2,0,308,1,1957.0,816,1,7100,73.0,0,7,0,0,0,0,129900,816,1957,1957,2006,1632,3,RL,IR1,Corner,NAmes,Norm,1Fam,1Story,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,GLQ,TA,Y,FuseA,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,7
1114,1008,0,2,0,2,0,240,1,1953.0,1008,1,8923,66.0,0,5,0,0,18,0,134500,1008,1953,2006,2007,2016,4,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Gd,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,N,N,N,20,7
1115,833,0,1,0,2,0,326,1,1955.0,833,1,5400,90.0,0,8,0,0,0,0,117000,833,1954,2000,2006,1666,2,RL,Reg,Inside,OldTown,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,Ex,Y,SBrkr,Gd,Detchd,Unf,Y,WD,Normal,N,N,N,20,7
1116,1734,0,3,0,3,1,928,3,2007.0,1734,1,12085,93.0,0,11,0,0,0,0,318000,1734,2007,2007,2007,3468,4,RL,Reg,Inside,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,Ex,Attchd,RFn,Y,New,Partial,Y,N,N,20,5
1117,779,640,3,1,3,1,527,2,2002.0,1419,1,7750,70.0,0,3,0,0,0,0,184100,408,2002,2002,2009,1827,4,RL,Reg,Inside,Gilbert,Norm,1Fam,SLvl,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,BuiltIn,Fin,Y,WD,Normal,N,Y,N,80,5
1118,894,0,2,0,3,0,450,2,1967.0,894,1,9764,57.0,0,5,0,0,0,0,130000,894,1967,2003,2008,1788,2,RL,IR1,FR2,Sawyer,Feedr,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,20,7
1119,1021,580,1,1,3,0,300,1,1958.0,1601,1,13825,85.0,0,12,0,0,34,0,140000,533,1958,1987,2008,2134,3,RL,Reg,Inside,Sawyer,Norm,1Fam,SLvl,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,TA,Y,SBrkr,TA,BuiltIn,RFn,Y,WD,Normal,N,Y,N,80,6
1120,1040,0,1,0,3,0,286,1,1959.0,1040,1,7560,70.0,0,7,0,252,0,0,133700,1040,1959,1959,2006,2080,3,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,TA,Y,FuseA,TA,Attchd,RFn,Y,WD,Normal,N,Y,N,20,5
1121,1012,0,1,0,2,1,308,1,1920.0,1012,1,8263,59.0,0,5,0,112,22,0,118400,1012,1920,1950,2007,2024,4,RM,Reg,Inside,IDOTRR,Norm,1Fam,1Story,Gable,BrkFace,BrkFace,None,TA,TA,BrkTil,TA,TA,No,Unf,TA,Y,FuseA,TA,Detchd,Unf,Y,WD,Normal,N,N,N,30,5
1122,1552,0,2,0,3,0,782,3,2005.0,1552,1,10084,84.0,0,7,0,0,20,0,212900,1552,2005,2006,2006,3104,4,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,New,Partial,Y,Y,N,20,5
1123,960,0,1,0,3,0,288,1,1956.0,960,1,8926,70.0,0,10,0,0,0,160,112000,672,1956,1956,2009,1632,2,RL,IR1,Corner,Edwards,Norm,1Fam,1Story,Gable,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,Unf,Ex,Y,FuseA,TA,Basment,Unf,Y,COD,Abnorml,N,Y,N,20,3
1124,698,0,1,1,2,0,0,0,1979.0,698,1,9405,50.0,0,6,0,0,200,0,118000,698,1947,2008,2009,1396,2,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,None,TA,Ex,CBlock,TA,TA,No,Unf,Ex,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,N,N,20,9
1125,812,670,2,1,3,1,392,2,1992.0,1482,1,9125,70.0,0,7,0,0,25,0,163900,384,1992,1992,2007,1866,4,RL,IR1,Inside,Gilbert,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Gd,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,80,5
1126,1005,0,1,0,2,1,672,2,1977.0,1005,1,10434,60.0,0,11,0,0,0,0,115000,1005,1955,1955,2009,2010,3,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,TA,Y,SBrkr,Fa,Detchd,Unf,Y,WD,Normal,N,N,N,20,5
1127,1555,0,2,0,2,1,660,3,2007.0,1555,1,3684,53.0,0,6,0,0,20,0,174000,1373,2007,2007,2009,2928,5,RL,Reg,Inside,Blmngtn,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,120,5
1128,1530,0,3,0,3,1,630,3,2004.0,1530,1,14572,182.0,0,11,0,0,36,0,259000,1530,2004,2004,2007,3060,4,RL,IR3,Corner,Gilbert,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Family,N,Y,N,20,5
1129,847,1112,2,1,4,1,434,2,2004.0,1959,1,11796,59.0,0,7,0,0,48,0,215000,847,2004,2005,2007,2806,4,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,BuiltIn,Fin,Y,WD,Normal,N,Y,N,60,5
1130,936,0,2,0,2,0,672,2,1980.0,936,1,7200,60.0,0,8,0,0,0,0,140000,936,1980,1980,2007,1872,2,RM,Reg,Inside,OldTown,Norm,Duplex,SFoyer,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,Y,N,90,5
1131,1328,653,3,0,4,2,576,2,1981.0,1981,1,7804,65.0,0,12,0,0,44,0,135000,1122,1928,1950,2009,3103,3,RL,Reg,Inside,SWISU,Norm,1Fam,1.5Fin,Gable,WdShing,Plywood,None,TA,TA,BrkTil,TA,TA,No,BLQ,TA,Y,SBrkr,Gd,Detchd,Unf,Y,WD,Normal,N,Y,N,50,3
1132,974,0,1,0,3,0,0,0,1979.0,974,1,10712,63.0,0,9,0,0,28,0,93500,974,1991,1992,2007,1948,2,RL,Reg,Inside,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Mn,BLQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,Oth,Abnorml,N,N,N,20,5
1133,1178,1032,2,0,5,0,205,1,1930.0,2210,1,9900,90.0,0,5,0,0,48,0,117500,1008,1880,1950,2007,3218,3,RM,Reg,Inside,OldTown,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,TA,Y,SBrkr,Fa,Detchd,Unf,N,WD,Normal,N,N,N,70,4
1134,1142,878,2,1,3,1,466,2,1995.0,2020,1,9828,80.0,0,6,0,0,155,0,239500,1128,1995,1995,2009,3148,5,RL,IR1,Inside,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,60,5
1135,916,684,2,1,3,1,460,2,1997.0,1600,1,8773,57.0,0,8,0,0,38,0,169000,916,1997,1997,2007,2516,4,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Gd,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,N,Y,N,60,5
1136,986,0,1,0,2,1,180,1,1926.0,986,1,6180,60.0,0,5,0,0,128,0,102000,960,1926,1950,2007,1946,3,RM,Reg,Corner,BrkSide,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,TA,N,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,30,5
1137,1032,220,1,0,3,0,288,1,1950.0,1252,1,9600,80.0,0,4,0,96,0,0,119000,1032,1950,1950,2008,2284,3,RL,Reg,Inside,NAmes,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,TA,Y,FuseA,TA,Attchd,Unf,Y,WD,Abnorml,N,N,N,50,5
1138,780,240,1,0,2,0,0,0,1979.0,1020,1,6342,54.0,0,5,0,176,0,0,94000,780,1875,1996,2010,1800,4,RL,Reg,Inside,Sawyer,Feedr,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Gd,N,SBrkr,TA,Attchd,Unf,N,WD,Normal,N,N,N,50,8
1139,1567,0,3,0,2,2,714,2,1977.0,1567,1,9819,70.0,0,5,0,0,32,0,196000,1567,1977,1977,2009,3134,3,RL,IR1,Inside,Mitchel,Norm,1Fam,1Story,Gable,Plywood,ImStucc,None,TA,TA,PConc,TA,TA,Gd,ALQ,TA,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,20,5
1140,1167,0,1,0,3,1,495,2,1972.0,1167,1,8731,98.0,0,5,0,216,0,126,144000,915,1920,1950,2007,2082,3,RL,IR1,Inside,BrkSide,Norm,1Fam,1Story,Gable,Stucco,Stucco,None,TA,Fa,BrkTil,TA,TA,No,BLQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,30,5
1141,952,0,2,0,2,0,840,2,1988.0,952,1,7350,60.0,0,6,0,0,0,0,139000,952,1951,1951,2008,1904,2,RL,Reg,Corner,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Mn,ALQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,COD,Abnorml,N,N,N,20,7
1142,1088,780,3,1,4,1,484,2,1976.0,1868,1,10304,70.0,0,10,0,0,96,0,197500,780,1976,1976,2009,2648,5,RL,IR1,CulDSac,NWAmes,PosN,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,Y,Y,N,60,7
1143,1466,1362,4,0,4,1,1052,3,2006.0,2828,1,9965,77.0,0,4,0,0,144,0,424870,1466,2006,2007,2007,4294,7,RL,Reg,Inside,CollgCr,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,BuiltIn,RFn,Y,New,Partial,Y,Y,N,60,5
1144,1006,0,1,0,3,0,0,0,1979.0,1006,1,9000,70.0,0,7,0,0,24,0,80000,1006,1959,1959,2008,2012,2,RL,Reg,Inside,Sawyer,Norm,1Fam,1Story,Gable,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,N,N,20,3
1145,672,252,2,0,2,0,280,1,1941.0,924,1,12180,60.0,0,7,0,0,0,0,80000,672,1941,1950,2010,1596,3,RL,Reg,Inside,Edwards,Norm,2fmCon,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Fa,BrkTil,Gd,TA,No,BLQ,Fa,N,FuseA,Fa,Detchd,Unf,Y,WD,Normal,N,N,N,190,4
1146,1042,534,1,0,3,1,225,1,1928.0,1576,1,6240,52.0,0,8,0,0,0,0,149000,1042,1928,1950,2006,2618,5,RM,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Family,N,N,N,50,6
1147,1298,0,3,0,3,1,403,2,1985.0,1298,1,11200,70.0,0,5,0,0,26,0,180000,1298,1985,1985,2006,2596,2,RL,Reg,Inside,SawyerW,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Shng,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,TA,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,Y,Y,N,20,5
1148,860,704,1,1,3,1,234,1,1941.0,1564,1,12000,75.0,0,7,0,0,0,0,174500,704,1941,1950,2009,2268,4,RL,Reg,Inside,Crawfor,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Ex,Y,SBrkr,Fa,Attchd,Unf,Y,WD,Normal,N,N,N,70,7
1149,572,539,1,0,2,1,288,1,1982.0,1111,1,5700,70.0,0,8,0,176,0,0,116900,572,1926,1950,2008,1683,3,RM,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,50,7
1150,832,650,1,1,3,0,324,2,1930.0,1482,1,9000,50.0,0,7,0,0,0,0,143000,650,1920,1988,2009,2132,4,RM,Reg,Inside,OldTown,Artery,1Fam,2Story,Hip,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,70,9
1151,932,0,1,0,2,1,306,1,1950.0,932,1,8280,57.0,0,11,0,214,0,0,124000,932,1950,1950,2007,1864,2,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Ex,Y,FuseA,Gd,Attchd,Unf,Y,WD,Normal,N,N,N,20,5
1152,1466,0,1,1,3,2,528,2,1959.0,1466,1,17755,134.0,0,11,0,0,140,100,149900,1466,1959,1959,2006,2932,3,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,Fa,Attchd,Fin,Y,WD,Normal,Y,N,N,20,4
1153,1811,0,1,0,2,1,470,2,1956.0,1811,1,14115,90.0,0,7,0,280,0,0,230000,1073,1956,2004,2006,2884,4,RL,IR1,Inside,Crawfor,Norm,1Fam,1Story,Gable,Stone,Stone,None,TA,TA,PConc,TA,TA,No,ALQ,Ex,Y,SBrkr,Ex,Attchd,Fin,Y,WD,Abnorml,N,N,N,20,7
1154,816,0,1,0,2,0,432,1,2002.0,816,1,5890,70.0,0,6,0,96,0,0,120500,816,1930,2007,2008,1632,3,RM,Reg,Corner,IDOTRR,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Av,ALQ,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,30,8
1155,902,918,1,2,4,2,492,2,1965.0,1820,1,13700,70.0,0,5,0,0,84,273,201800,864,1965,1988,2008,2684,4,RL,IR1,Inside,NAmes,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,TA,TA,CBlock,TA,TA,Gd,ALQ,TA,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,Y,Y,N,60,6
1156,1437,0,3,0,3,1,528,2,1976.0,1437,1,10768,90.0,0,7,0,0,21,180,218000,1437,1976,2004,2007,2874,3,RL,IR1,Corner,Veenker,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,TA,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,20,8
1157,1265,0,2,1,3,1,502,2,1965.0,1265,1,9350,85.0,0,10,96,0,92,0,179900,1219,1965,1999,2008,2484,3,RL,Reg,Inside,NAmes,Norm,1Fam,SLvl,Gable,BrkFace,BrkFace,None,TA,Gd,PConc,TA,TA,Gd,ALQ,Gd,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,80,8
1158,1314,0,3,0,2,1,626,2,2008.0,1314,1,5001,34.0,0,7,0,0,62,0,230000,1314,2007,2008,2009,2628,4,RL,IR1,Inside,NridgHt,Norm,Twnhs,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,120,5
1159,1580,0,2,0,3,0,830,3,2008.0,1580,1,11932,92.0,0,6,0,0,24,0,235128,1580,2007,2008,2008,3160,4,RL,Reg,FR2,Somerst,Feedr,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,ConLD,Partial,Y,N,N,20,5
1160,943,933,2,1,4,1,540,2,1974.0,1876,1,9120,76.0,0,7,0,0,69,0,185000,901,1974,1974,2008,2777,4,RL,Reg,Inside,NWAmes,Norm,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,N,N,60,6
1161,855,601,2,1,3,1,440,2,1978.0,1456,1,2280,24.0,0,7,0,0,0,0,146000,855,1978,1978,2010,2311,4,RL,Reg,Inside,NPkVill,Norm,Twnhs,2Story,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Fa,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,160,5
1162,1640,0,2,0,3,1,924,2,1993.0,1640,1,14778,70.0,0,11,216,0,0,0,224000,1296,1954,2006,2008,2936,4,RL,IR1,CulDSac,Crawfor,PosN,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,BLQ,Ex,Y,SBrkr,Gd,Detchd,Unf,Y,WD,Normal,Y,Y,N,20,7
1163,894,0,1,0,3,1,450,2,1968.0,894,1,8724,109.0,0,5,0,0,0,0,129000,894,1968,1968,2007,1788,2,RL,Reg,Inside,Sawyer,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,BLQ,Gd,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,N,N,N,20,5
1164,1258,0,2,2,0,0,400,2,1969.0,1258,2,12900,60.0,0,1,0,0,0,0,108959,1198,1969,1969,2008,2456,6,RL,Reg,Inside,Sawyer,Feedr,Duplex,SFoyer,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,TA,Y,SBrkr,TA,CarPort,Unf,Y,WD,Alloca,N,Y,N,90,4
1165,1432,0,2,1,2,1,588,2,1978.0,1432,1,16157,70.0,0,6,0,0,180,0,194000,1360,1978,1978,2007,2792,3,RL,IR1,FR2,Veenker,Feedr,1Fam,SLvl,Gable,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Gd,ALQ,Ex,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,N,Y,N,80,7
1166,1502,0,2,0,3,0,644,2,2009.0,1502,1,9541,79.0,0,9,0,0,114,0,233170,1502,2009,2009,2009,3004,4,RL,IR1,Inside,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,New,Partial,Y,N,N,20,5
1167,1694,0,2,0,3,0,776,3,2008.0,1694,1,10475,64.0,0,2,0,0,33,0,245350,1694,2008,2008,2010,3388,4,RL,IR1,Corner,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,5
1168,959,712,3,1,3,1,472,2,2000.0,1671,1,10852,58.0,0,2,0,0,38,0,173000,959,2000,2000,2006,2630,4,RL,IR1,Inside,Gilbert,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,N,N,N,60,5
1169,1236,872,2,0,4,2,540,2,1935.0,2108,1,13728,120.0,0,7,0,0,0,90,235000,1127,1935,1986,2008,3235,3,RL,Reg,Corner,Edwards,Norm,1Fam,2Story,Hip,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,Ex,Y,SBrkr,Gd,Basment,Unf,Y,WD,Normal,N,N,N,70,7
